,gen_alpha,gen_beta_stage2,gen_beta_MB,gen_beta_MF1,gen_eta,gen_cvar_alpha,rec_alpha,rec_beta_stage2,rec_beta_MB,rec_beta_MF1,rec_beta_sticky,sim
0,0.4,18.755238208541908,10.997948277089549,19.62888979457652,0.0639076864982935,0.8559815758000631,0.4075482086715848,18.05318616283504,13.075467689865349,19.742155338311637,0.5834317182089076,0
1,0.4,18.74792323787604,13.653965940909568,14.484086300983805,0.0839510054204246,0.2604907520340987,0.3070025406322942,15.409556456487248,30.0,21.353680531533502,0.3615113424284114,1
2,0.4,18.414577633214464,19.9696752490838,13.109502091985188,0.082090646870696,0.8890778524154075,0.4638586686942019,18.67667001287909,18.376029936752044,11.840684184838132,0.8369347244202933,2
3,0.4,10.791460166104208,10.596212154569484,11.190302672221868,0.0112005034334421,0.7917429065152191,0.3432428703736923,12.344212068539395,18.125430671378485,13.627393256484066,0.0024167820033239,3
4,0.4,18.329627161666057,15.658210524014486,19.802644469706895,0.0575527121080936,0.5916335023670469,0.3561414159635365,17.999773691690347,14.427694995306153,22.016549010842333,0.3620135123851414,4
5,0.4,17.685074762328377,15.500973862281478,14.345477557660178,0.0729477483188003,0.8925722594753208,0.4108915256391188,14.610598805385925,13.558011324017723,13.36719783503742,0.4689707772067362,5
6,0.4,13.5752517406883,16.36677833325782,15.23669103562469,0.0389070133413015,0.4322556600756007,0.3459665195776542,15.651576571412276,24.93005974298297,16.593647288923876,0.6926001927334262,6
7,0.4,18.449522364711648,14.304217513633125,12.348872249797816,0.0237502750019234,0.2789961394727491,0.265106845551268,16.10498181886086,15.774978169918413,18.71420920340635,0.2217548381164775,7
8,0.4,13.54869545358094,10.705835677377609,19.08265834724713,0.0509530130237397,0.6627524135948534,0.356347846102784,11.398283575156954,13.14462528460289,23.578851647499675,0.3538141578488857,8
9,0.4,12.27595512586769,17.61702991275841,17.8142584282213,0.0135079412094646,0.1382093569409069,0.205618223246556,22.21624880021829,11.703968186547762,20.91150043932306,1.2525104306328287,9
10,0.4,14.46013582822896,14.63722093436444,19.068874118294872,0.0656840548843304,0.3002442423420339,0.3645308992684345,14.649157840851895,0.3454684781323175,19.02434588330956,1.2179583567457617,10
11,0.4,18.24431481696859,14.418305109037298,11.64065991856993,0.0246313812193857,0.246313176244718,0.3011886912547069,23.57815386722867,17.181214062335606,12.517209731224987,1.0864659734770383,11
